Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
253.45,-37.08,175.88,24.7,RL,MSL,"September 16, 2009","September 16, 2009",WAIHI GOLD COMPANY LTD,Ohui
253.4,-42.3,171.82,347.79,RL,MSL,"February 27, 2013","March 20, 2013",OCEANA GOLD,Blackwater
253.3,-37.38,175.85,"1,117.00",RL,MSL,"July 8, 1989","July 29, 1989",WAIHI GOLD MINING CO LTD,Favona Mining Area
253.1,-41.06,172.77,239.09,RL,MSL,"August 4, 2012","August 20, 2012",MOD RESOURCES LTD,Sams Creek
252.95,-37.38,175.85,"1,116.50",RL,MSL,"June 15, 1989","July 12, 1989",WAIHI GOLD MINING CO LTD,Favona Mining Area
252.8,-37.39,175.84,-74.98,RL,MSL,"February 26, 2019","March 13, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
252.8,-37.39,175.86,"1,035.50",RL,MSL,"February 9, 2009","February 19, 2009",WAIHI GOLD COMPANY LTD,Waihi
252.8,-37.39,175.86,"1,035.50",RL,MSL,"February 9, 2009","February 19, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
252.7,-45.35,170.43,416.83,RL,MSL,"February 4, 2017","March 26, 2017",OCEANA GOLD,Macraes
252.6,-37.39,175.84,"1,144.40",RL,MSL,"October 12, 1981","November 2, 1981",WAIHI GOLD COMPANY LTD,Waihi
252.5,-45.37,170.45,577.9,RL,MSL,"August 21, 2010","September 12, 2010",OCEANA GOLD,Innes Mills
252.2,-37.39,175.85,-170.76,RL,MSL,"June 21, 2017","June 26, 2017",OCEANA GOLD,Favona
252.1,-37.39,175.84,-73.16,RL,MSL,"January 13, 2019","February 2, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
252,-45.36,170.44,517,RL,MSL,"January 30, 1997","January 31, 1997",OCEANA GOLD,Round Hill
252,-42.17,171.89,526.2,RL,MSL,"August 10, 2005","August 15, 2005",OCEANA GOLD,Globe Progress
252,-45.36,170.44,516.81,RL,MSL,"February 4, 1997","February 5, 1997",OCEANA GOLD,Round Hill
251.8,-37.39,175.84,-78.55,RL,MSL,"February 13, 2019","March 6, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
251.6,-37.08,175.87,26.5,RL,MSL,"July 4, 2011","July 4, 2011",NEWMONT WAIHI GOLD,Ohui
251.6,-37.1,175.56,999.25,RL,MSL,"April 1, 1978","June 1, 1978",AMOCO MINERALS NZ LTD,Ohio Creek
251.6,-37.08,175.87,26.5,RL,MSL,"September 16, 2009","September 16, 2009",WAIHI GOLD COMPANY LTD,Ohui
251.6,-37.11,175.56,999.25,RL,MSL,"January 1, 1981","January 1, 1981",AMOCO MINERALS NZ LTD,"Ohio Creek, Tainui"
251.6,-37.34,175.76,420,KB,MSL,"November 26, 1985","December 11, 1985",CYPRUS MINERALS NZ LTD,"Komata, Waitekauri, Waihi"
251.4,-37.45,175.72,473,RL,MSL,"January 1, 2008","January 1, 2008",NEWMONT WAIHI GOLD,Wharepapa
251.3,-37.39,175.85,-221.06,RL,MSL,"January 21, 2019","January 29, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
251.2,-37.36,175.75,400,RL,MSL,"September 1, 2008","September 1, 2008",GLASS EARTH (NEW ZEALAND) LTD,Komata
251.1,-37.39,175.86,"1,106.90",RL,MSL,"September 1, 2006","September 4, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.9,-45.36,170.48,-158.36,RL,MSL,"April 3, 2015","April 13, 2015",OCEANA GOLD,Macraes Extension
250.8,-37.38,175.86,846.65,RL,MSL,"November 25, 2008","December 18, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.8,-37.38,175.85,"1,117.00",RL,MSL,"January 25, 1989","February 20, 1989",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.8,-45.35,170.43,435.16,RL,MSL,"October 25, 2017","November 4, 2017",OCEANA GOLD,Macraes
250.7,-37.38,175.86,846.7,RL,MSL,"January 11, 2009","February 9, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.7,-42.18,171.9,566.24,RL,MSL,"March 26, 1997","April 27, 1997",MACRAES MINING CO LTD,Globe Progress
250.5,-37.39,175.85,-77.76,RL,MSL,"February 6, 2018","March 15, 2018",OCEANA GOLD,Favona
250.5,-42.17,171.89,537.24,KB,MSL,"July 23, 1992","July 30, 1992",MACRAES MINING CO LTD,"Globe Progress, Reefton"
250.4,-37.39,175.85,116.87,SL,MSL,"July 16, 2016","July 15, 2017",OCEANA GOLD,Waihi
250.4,-37.38,175.87,112.15,RL,MSL,"April 2, 2018","April 10, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
250.3,-37.39,175.86,"1,017.04",RL,MSL,"November 3, 2011","November 3, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.2,-45.37,170.45,580,RL,MSL,"September 9, 2010","September 23, 2010",OCEANA GOLD,Innes Mills
250.2,-45.37,170.47,48.13,RL,MSL,"September 11, 2010","September 20, 2010",OCEANA GOLD,Fraser Underground Mine
250.1,-37.39,175.86,862.5,RL,MSL,"February 18, 2008","February 28, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.1,-37.39,175.86,849.15,RL,MSL,"December 21, 2007","December 31, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
250.1,-37.39,175.86,849.15,RL,MSL,"December 21, 2007","December 31, 2007",WAIHI GOLD COMPANY LTD,Waihi
250,-37.38,175.85,"1,101.00",RL,MSL,"August 4, 2006","October 4, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
250,-37.38,175.85,"1,101.00",RL,MSL,"September 12, 2006","October 4, 2006",WAIHI GOLD COMPANY LTD,Waihi
250,-37.38,175.84,142.31,RL,MSL,"November 30, 2017","January 9, 2018",OCEANA GOLD,Favona
250,-37.39,175.84,"1,138.80",RL,MSL,"March 1, 1981","April 30, 1981",WAIHI GOLD COMPANY LTD,Waihi
250,-37.39,175.86,"1,055.30",RL,MSL,"July 15, 2008","July 25, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
250,-37.39,175.86,17,RL,MSL,"July 4, 2011","July 5, 2011",WAIHI GOLD COMPANY LTD,Waihi
250,-37.39,175.85,-78.67,RL,MSL,"February 22, 2018","March 20, 2018",OCEANA GOLD,Favona
250,-38.33,176.11,362,RL,MSL,"January 15, 2007","February 8, 2007",GLASS EARTH (NEW ZEALAND) LTD,Tahunaatara
250,-37.4,175.86,"1,090.28",RL,MSL,"January 1, 2007","January 1, 2007",WAIHI GOLD COMPANY LTD,Waimata
250,-37.33,175.79,219,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
250,-42.18,171.9,560.58,RL,MSL,"April 20, 1997","April 24, 1997",MACRAES MINING CO LTD,Globe Progress
250,-37.39,175.86,"1,017.00",RL,MSL,"July 4, 2011","July 5, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
250,-37.33,175.78,327,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
250,-37.39,175.86,"1,017.21",RL,MSL,"October 23, 2011","October 26, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
249.6,-37.39,175.86,"1,104.13",RL,MSL,"September 22, 2006","September 30, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
249.5,-42.29,171.78,188,RL,MSL,"February 28, 2011","March 8, 2011",OCEANA GOLD,Millerton
249.5,-37.39,175.85,-78.7,RL,MSL,"April 4, 2018","April 12, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
249.3,-42.28,171.83,517.59,RL,MSL,"May 24, 2013","June 24, 2013",OCEANA GOLD,Blackwater
249,-37.39,175.84,128,RL,MSL,"July 12, 2018","July 31, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
249,-42.18,171.89,535,RL,MSL,"May 10, 2010","May 13, 2010",OCEANA GOLD,Empress
249,-45.32,170.39,633.88,RL,MSL,"October 19, 2015","October 22, 2015",OCEANA GOLD,Macraes Extension
249,-37.39,175.87,"1,106.00",RL,MSL,"March 19, 2000","April 5, 2000",WAIHI GOLD MINING CO LTD,Favona Mining Area
249,-37.39,175.85,-170.72,RL,MSL,"June 1, 2017","June 9, 2017",OCEANA GOLD,Favona
249,-45.36,170.44,510,RL,MSL,"February 12, 1997","February 13, 1997",OCEANA GOLD,Round Hill
249,-45.38,170.47,525.68,RL,MSL,"April 17, 2012","April 18, 2012",OCEANA GOLD,Macraes Extension
248.7,-37.39,175.86,"1,149.60",RL,MSL,"May 5, 1997","May 21, 1997",WAIHI GOLD MINING CO LTD,Favona Mining Area
248.7,-37.39,175.85,-167.12,RL,MSL,"November 6, 2016","November 18, 2016",OCEANA GOLD,Favona
248.7,-45.32,170.39,635.47,RL,MSL,"June 8, 2017","June 14, 2017",OCEANA GOLD,Macraes
248.3,-37.39,175.84,-60.4,RL,MSL,"July 20, 2011","September 13, 2011",WAIHI GOLD COMPANY LTD,Waihi
248.3,-45.32,170.38,621.79,RL,MSL,"October 7, 2016","December 12, 2016",OCEANA GOLD NZ LTD,Macreas Extension
248.2,-37.39,175.85,-221.13,RL,MSL,"February 6, 2019","February 15, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
248.05,-37.38,175.87,"1,112.51",RL,MSL,"July 27, 2006","July 31, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
248,-37.39,175.87,"1,098.31",RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
248,-37.38,175.87,"1,098.31",RL,MSL,"July 5, 2002","July 17, 2002",WAIHI GOLD MINING CO LTD,Favona Mining Area
248,-37.39,175.85,-219.5,RL,MSL,"November 19, 2017","November 30, 2017",OCEANA GOLD,Favona
248,-45.35,170.43,430.94,RL,MSL,"February 17, 2017","March 29, 2017",OCEANA GOLD,Macraes
247.9,-37.39,175.85,117.02,RL,MSL,"May 29, 2018","June 11, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
247.8,-45.32,170.39,642.33,RL,MSL,"January 25, 2017","February 12, 2017",OCEANA GOLD,Macraes
247.8,-37.39,175.86,"1,017.31",RL,MSL,"July 29, 2011","July 31, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
247.8,-37.84,176.25,340,RL,MSL,"September 8, 2009","October 7, 2009",GLASS EARTH (NEW ZEALAND) LTD,Muirs
247.5,-45.37,170.47,48.48,RL,MSL,"September 29, 2010","October 6, 2010",OCEANA GOLD,Fraser Underground Mine
247.1,-37.39,175.84,18,RL,MSL,"July 1, 2011","August 9, 2011",WAIHI GOLD COMPANY LTD,Waihi
246.9,-37.39,175.86,118.85,RL,MSL,"November 9, 2017","November 21, 2017",OCEANA GOLD,Favona
246.3,-37.38,175.85,-86.27,RL,MSL,"April 15, 2017","April 23, 2017",OCEANA GOLD,Favona
246,-37.39,175.85,-169.07,RL,MSL,"November 18, 2016","November 27, 2016",OCEANA GOLD,Favona
246,-37.39,175.86,"1,017.30",RL,MSL,"May 4, 2011","May 31, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
246,-37.39,175.86,0,RL,MSL,"May 4, 2011","May 31, 2011",WAIHI GOLD COMPANY LTD,Waihi
246,-45.35,170.43,420.76,RL,MSL,"February 7, 2017","February 8, 2017",OCEANA GOLD,Macraes
246,-45.41,170.53,566.96,RL,MSL,"September 10, 1997","September 11, 1997",OCEANA GOLD,Golden Bar
245.8,-37.42,175.73,130.57,RL,MSL,"January 1, 2008","January 1, 2008",HERITAGE GOLD NZ LTD,Rahu
245.7,-37.39,175.85,-220.6,RL,MSL,"December 7, 2018","December 15, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
245.3,-37.39,175.86,"1,107.80",RL,MSL,"August 28, 2006","September 6, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
245.3,-45.32,170.39,637.95,RL,MSL,"March 15, 2016","April 28, 2016",OCEANA GOLD NZ LTD,Macreas Extension
245.2,-37.38,175.85,"1,113.96",RL,MSL,"November 28, 2002","December 4, 2002",WAIHI GOLD MINING CO LTD,Favona Mining Area
245.1,-37.39,175.85,-220.77,RL,MSL,"October 29, 2018","November 10, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
245,-37.38,175.85,"1,114.09",RL,MSL,"November 19, 2002","November 20, 2002",WAIHI GOLD MINING CO LTD,Favona Mining Area
245,-37.38,175.85,0,RL,MSL,"October 25, 2011","November 6, 2011",WAIHI GOLD COMPANY LTD,Waihi
245,-37.33,175.78,421,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
245,-37.39,175.86,"1,016.51",RL,MSL,"June 27, 2011","June 29, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
244.9,-37.39,175.84,128.19,RL,MSL,"January 15, 2018","February 9, 2018",OCEANA GOLD,Favona
244.8,-42.2,171.9,667,RL,MSL,"October 3, 2013","October 23, 2013",OCEANA GOLD,Globe Progress
244.7,-37.39,175.85,-170.84,RL,MSL,"June 27, 2017","July 3, 2017",OCEANA GOLD,Favona
244.6,-37.39,175.85,-220.92,RL,MSL,"November 14, 2017","November 20, 2017",OCEANA GOLD,Favona
244.5,-45.36,170.44,463.7,RL,MSL,"November 16, 2009","November 26, 2009",OCEANA GOLD,Round Hill
244.4,-45.37,170.47,35.67,RL,MSL,"November 1, 2010","November 8, 2010",OCEANA GOLD,FUG GC
244.3,-37.39,175.84,"1,006.00",RL,MSL,"March 18, 2008","April 22, 2008",WAIHI GOLD COMPANY LTD,Waihi
244.2,-45.36,170.48,-29.38,RL,MSL,"September 27, 2012","October 2, 2012",OCEANA GOLD,Macraes Frasers Underground
244.14,-37.02,175.55,164.59,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"North Norfolk, Thames"
244.1,-45.36,170.47,-33.64,RL,MSL,"March 3, 2012","March 20, 2012",OCEANA GOLD,Macraes Frasers Underground
244,-45.38,170.47,528.08,RL,MSL,"April 18, 2012","April 19, 2012",OCEANA GOLD,Macraes Extension
243.84,-37.02,175.55,999.25,RL,MSL,"January 1, 1972","January 1, 1972",CENTRAL PACIFIC MINERALS NZ LTD,"Sylvia Reef, Thames"
243.5,-42.17,171.89,526.4,RL,MSL,"July 19, 2000","July 27, 2000",GRD MACRAES LIMITED,Globe Progress
243.47,-42.17,171.89,525.17,RL,MSL,"September 29, 1989","October 11, 1989",CRA EXPLORATION CO LTD,Reefton
243.2,-37.39,175.85,-169.32,RL,MSL,"November 28, 2016","December 19, 2016",OCEANA GOLD,Favona
243,-37.39,175.84,123.25,RL,MSL,"February 27, 2019","March 10, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
243,-45.38,170.47,529.44,RL,MSL,"May 4, 2012","May 5, 2012",OCEANA GOLD,Macraes Extension
242.8,-37.14,175.56,999.25,RL,MSL,"March 5, 1987","March 16, 1987",SPECTRUM RESOURCES LTD,Jupiter
242.65,-37.09,175.87,46,RL,MSL,"September 15, 2009","September 15, 2009",WAIHI GOLD COMPANY LTD,Ohui
242.4,-37.38,175.85,833.85,RL,MSL,"November 12, 2014","November 12, 2014",WAIHI GOLD COMPANY LTD,Favona Mining Permit
242.3,-45.36,170.47,-34,RL,MSL,"July 25, 2012","August 1, 2012",OCEANA GOLD,Macraes Frasers Underground
242.1,-37.39,175.84,123.35,RL,MSL,"March 10, 2019","March 16, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
242,-37.33,175.78,423,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
242,-37.39,175.85,833.02,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
241.7,-45.32,170.39,632.33,RL,MSL,"March 14, 2016","April 17, 2016",OCEANA GOLD NZ LTD,Macreas Extension
241.5,-41.06,172.77,280.17,RL,MSL,"June 25, 2012","July 6, 2012",MOD RESOURCES LTD,Sams Creek
241.5,-37.82,176.27,146,RL,MSL,"December 8, 2010","December 11, 2010",GLASS EARTH (NEW ZEALAND) LTD,Muirs
241.5,-38.39,176.09,307,RL,MSL,"January 29, 1988","February 17, 1988",CYPRUS GOLD NZ LTD,Ohakuri
241.4,-37.39,175.84,123.4,RL,MSL,"March 16, 2019","March 22, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
241.3,-42.17,171.89,509.6,RL,MSL,"August 7, 1989","August 19, 1989",CRA EXPLORATION CO LTD,Reefton
241.2,-37.33,175.79,392,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
241.2,-37.39,175.86,"1,056.48",RL,MSL,"October 23, 2008","November 2, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
241.1,-45.36,170.48,-29.58,RL,MSL,"September 20, 2012","September 26, 2012",OCEANA GOLD,Macraes Frasers Underground
241.1,-45.37,170.45,580,RL,MSL,"September 13, 2010","September 25, 2010",OCEANA GOLD,Innes Mills
241,-45.36,170.48,-29.2,RL,MSL,"April 4, 2012","April 18, 2012",OCEANA GOLD,Macraes Frasers Underground
241,-42.17,171.89,535.1,RL,MSL,"November 6, 2009","November 17, 2009",OCEANA GOLD,General Gordon
240.95,-37.08,175.88,10.8,RL,MSL,"September 15, 2009","September 15, 2009",WAIHI GOLD COMPANY LTD,Ohui
240.9,-45.36,170.48,-157.49,RL,MSL,"February 25, 2015","March 13, 2015",OCEANA GOLD,Macraes Extension
240.8,-37.42,175.76,112,RL,MSL,"April 23, 2008","April 23, 2008",GLASS EARTH (NEW ZEALAND) LTD,Rahu
240.2,-42.19,171.89,577.8,RL,MSL,"December 16, 2005","January 10, 2006",OCEANA GOLD,Inkerman
240.1,-37.39,175.85,-77.33,RL,MSL,"February 15, 2018","February 21, 2018",OCEANA GOLD,Favona
240,-45.41,170.53,562.41,RL,MSL,"July 12, 1997","July 14, 1997",OCEANA GOLD,Golden Bar
240,-45.41,170.53,545.7,RL,MSL,"July 17, 1997","July 18, 1997",OCEANA GOLD,Golden Bar
240,-45.41,170.53,559.49,RL,MSL,"July 25, 1997","July 28, 1997",OCEANA GOLD,Golden Bar
240,-45.4,170.53,527.63,RL,MSL,"July 15, 1997","July 16, 1997",OCEANA GOLD,Golden Bar
240,-37.37,175.89,90,RL,MSL,"June 1, 2004","June 30, 2004",NEWMONT WAIHI GOLD,Monument
240,-42.18,171.9,481,RL,MSL,"September 11, 2010","September 13, 2010",OCEANA GOLD,General Gordon
240,-42.17,171.89,556.8,KB,MSL,"June 19, 1992","July 3, 1992",MACRAES MINING CO LTD,"Globe Progress, Reefton"
240,-45.41,170.53,570.51,RL,MSL,"July 9, 1997","July 10, 1997",OCEANA GOLD,Golden Bar
240,-37.38,175.84,0,RL,MSL,"February 10, 2012","February 29, 2012",WAIHI GOLD COMPANY LTD,Waihi
240,-37.39,175.86,"1,034.23",RL,MSL,"January 1, 2009","January 1, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
240,-45.41,170.53,562.02,RL,MSL,"July 10, 1997","July 10, 1997",OCEANA GOLD,Golden Bar
240,-37.33,175.78,447,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
240,-45.41,170.53,556.83,RL,MSL,"September 18, 1997","September 19, 1997",OCEANA GOLD,Golden Bar
240,-42.17,171.89,386.5,RL,MSL,"August 10, 2010","August 12, 2010",OCEANA GOLD,Globe Progress
240,-45.41,170.53,566,RL,MSL,"July 8, 1997","July 9, 1997",OCEANA GOLD,Golden Bar
240,-37.39,175.86,"1,034.23",RL,MSL,"January 1, 2009","January 1, 2009",WAIHI GOLD COMPANY LTD,Waihi
240,-37.39,175.85,-220.34,RL,MSL,"January 6, 2019","January 15, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
240,-45.41,170.53,543.18,RL,MSL,"September 19, 1997","September 23, 1997",OCEANA GOLD,Golden Bar
240,-45.41,170.53,565.49,RL,MSL,"September 9, 1997","September 10, 1997",OCEANA GOLD,Golden Bar
240,-37.39,175.84,128.05,RL,MSL,"August 2, 2018","August 20, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
240,-37.39,175.86,"1,142.57",RL,MSL,"March 10, 1997","April 1, 1997",WAIHI GOLD MINING CO LTD,Favona Mining Area
240,-45.32,170.39,637.69,RL,MSL,"October 14, 2015","November 10, 2015",OCEANA GOLD,Macraes Extension
240,-45.41,170.53,566.68,RL,MSL,"September 11, 1997","September 12, 1997",OCEANA GOLD,Golden Bar
239.6,-45.36,170.48,-29.39,RL,MSL,"March 25, 2012","April 2, 2012",OCEANA GOLD,Macraes Frasers Underground
239.6,-45.36,170.48,-157.48,RL,MSL,"July 13, 2015","July 29, 2015",OCEANA GOLD,Macraes Extension
239.5,-37.36,175.79,195,RL,MSL,"July 6, 2016","July 25, 2016",LANEWAY RESOURCES LTD,Waitekauri
239.3,-45.32,170.38,629.8,RL,MSL,"May 15, 2016","September 4, 2016",OCEANA GOLD NZ LTD,Macreas Extension
239.2,-45.32,170.39,644.83,RL,MSL,"January 29, 2017","March 16, 2017",OCEANA GOLD,Macraes
239.1,-37.38,175.85,831.81,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
238.8,-37.39,175.86,"1,017.35",RL,MSL,"July 21, 2011","July 21, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
238.6,-37.39,175.84,"1,127.61",RL,MSL,"August 6, 2007","August 17, 2007",WAIHI GOLD COMPANY LTD,Waihi
238.6,-37.39,175.85,-166.22,RL,MSL,"November 18, 2016","November 27, 2016",OCEANA GOLD,Favona
238.6,-37.39,175.84,"1,127.61",RL,MSL,"August 6, 2007","August 17, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
238.5,-37.39,175.84,-74.6,RL,MSL,"November 10, 2018","November 24, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
238.3,-45.36,170.48,-29.63,RL,MSL,"October 11, 2012","October 16, 2012",OCEANA GOLD,Macraes Frasers Underground
238.3,-37.39,175.85,832.77,RL,MSL,"December 19, 2014","December 19, 2014",WAIHI GOLD COMPANY LTD,Favona Mining Permit
238.25,-37.39,175.86,"1,153.20",RL,MSL,"September 28, 1999","October 5, 1999",WAIHI GOLD MINING CO LTD,Favona Mining Area
238.1,-37.33,175.78,428,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
238,-37.39,175.85,833.63,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
238,-37.43,175.73,215,RL,MSL,"November 25, 1987","December 20, 1987",CYPRUS GOLD NZ LTD,"Tokanui,Mt Karangahake"
238,-41.06,172.76,292.77,RL,MSL,"July 7, 2012","July 17, 2012",MOD RESOURCES LTD,Sams Creek
237.9,-45.36,170.48,-32.38,RL,MSL,"July 12, 2012","July 19, 2012",OCEANA GOLD,Macraes Frasers Underground
237.8,-42.31,171.82,360,RL,MSL,"November 19, 2012","November 30, 2012",OCEANA GOLD,Blackwater
237.8,-45.36,170.47,-33.54,RL,MSL,"May 3, 2012","May 9, 2012",OCEANA GOLD,Macraes Frasers Underground
237.2,-37.39,175.85,830.1,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
237.2,-37.39,175.85,-220.48,RL,MSL,"September 23, 2018","October 2, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
237.1,-37.39,175.86,17.16,RL,MSL,"July 11, 2011","July 31, 2011",WAIHI GOLD COMPANY LTD,Waihi
237.1,-37.39,175.86,"1,017.16",RL,MSL,"July 11, 2011","July 31, 2011",WAIHI GOLD MINING CO LTD,Favona Mining Area
237,-45.33,170.4,695.3,RL,MSL,"July 18, 2014","July 19, 2014",OCEANA GOLD,Macraes Extension
237,-37.39,175.85,-166.53,RL,MSL,"November 28, 2016","December 19, 2016",OCEANA GOLD,Favona
236.8,-45.36,170.48,-29.57,RL,MSL,"September 14, 2012","September 20, 2012",OCEANA GOLD,Macraes Frasers Underground
236.8,-37.39,175.85,833.66,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
236.6,-37.39,175.86,"1,056.24",RL,MSL,"October 7, 2008","October 17, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
236.5,-45.37,170.45,577.8,RL,MSL,"August 30, 2010","September 8, 2010",OCEANA GOLD,Innes Mills
236.5,-37.38,175.86,"1,114.00",RL,MSL,"June 30, 1986","July 1, 1986",WAIHI GOLD MINING CO LTD,Favona Mining Area
236.5,-37.38,175.87,"1,098.31",RL,MSL,"June 17, 2002","July 2, 2002",WAIHI GOLD MINING CO LTD,Favona Mining Area
236,-42.16,171.95,490.11,RL,MSL,"May 14, 2009","May 14, 2009",FRANCIS MINING COMPANY LTD,Garvey Creek
236,-37.39,175.85,-167.19,RL,MSL,"November 28, 2016","December 19, 2016",OCEANA GOLD,Favona
235.8,-45.32,170.39,632.6,RL,MSL,"September 24, 2018","September 27, 2018",OCEANA GOLD,Macraes
235.7,-37.39,175.85,-80.55,RL,MSL,"October 27, 2018","November 2, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
235.6,-37.08,175.87,47,RL,MSL,"September 15, 2009","September 15, 2009",WAIHI GOLD COMPANY LTD,Ohui
235.6,-37.44,175.73,440,RL,MSL,"March 29, 1988","April 26, 1988",CYPRUS GOLD NZ LTD,"Welcome Vein,Mt Karangahake"
235.55,-37.02,175.53,999.25,RL,MSL,"September 14, 1987","September 16, 1987",HERITAGE MINING N.L.,Golden Gem
235.5,-37.39,175.84,128.03,RL,MSL,"March 8, 2018","March 26, 2018",OCEANA GOLD,Favona
235.4,-45.37,170.47,167.44,RL,MSL,"July 2, 2014","July 25, 2014",OCEANA GOLD,Macraes Extension
235.4,-42.3,171.82,347.79,RL,MSL,"March 21, 2013","March 29, 2013",OCEANA GOLD,Blackwater
235.2,-42.25,171.91,783.94,RL,MSL,"June 3, 2011","June 22, 2011",OCEANA GOLD,Reefton Gold Project
235.2,-45.36,170.48,-161.37,RL,MSL,"January 26, 2017","February 11, 2017",OCEANA GOLD,FRUG
235,-37.39,175.85,"1,117.07",COLLAR,MSL,"July 2, 2016",,WAIHI GOLD COMPANY LTD,
234.9,-37.39,175.85,-80.82,RL,MSL,"October 12, 2018","October 18, 2018",OCEANA GOLD,Trio-Martha-Correnso-Silverton
234.6,-37.39,175.87,"1,102.63",RL,MSL,"May 3, 2001","May 24, 2001",WAIHI GOLD MINING CO LTD,Favona Mining Area
234.3,-37.39,175.85,827.56,RL,MSL,"March 22, 2015","March 21, 2016",WAIHI GOLD COMPANY LTD,Favona
234,-42.18,171.9,489.1,RL,MSL,"August 22, 2010","August 25, 2010",OCEANA GOLD,General Gordon
234,-42.18,171.9,566.44,RL,MSL,"April 28, 1997","May 15, 1997",MACRAES MINING CO LTD,Globe Progress
234,-45.36,170.45,560.26,RL,MSL,"January 20, 1997","January 24, 1997",OCEANA GOLD,Round Hill
234,-42.17,171.89,545.6,RL,MSL,"September 25, 2010","September 25, 2010",OCEANA GOLD,General Gordon
234,-42.17,171.89,561.2,RL,MSL,"September 14, 2011","September 17, 2011",OCEANA GOLD,General Gordon
234,-37.39,175.85,-220.76,RL,MSL,"January 19, 2019","January 27, 2019",OCEANA GOLD,Trio-Martha-Correnso-Silverton
234,-37.38,175.85,-189.39,RL,MSL,"May 4, 2017","May 11, 2017",OCEANA GOLD,Favona
234,-45.41,170.53,574.23,RL,MSL,"September 16, 1997","September 17, 1997",OCEANA GOLD,Golden Bar
234,-45.41,170.53,569.94,RL,MSL,"September 15, 1997","September 16, 1997",OCEANA GOLD,Golden Bar
